Car_Id,Make,Model,Car Type,Mileage,Year of Manufacture,Price per day,City,Agency_Name,Base_Fare,LocationID
4906,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Tirupati,City Auto Tirupati,1700,25
4907,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Tirupati,City Auto Tirupati,1700,25
4908,Honda,Honda City,Sedan,19 kmpl,2012,5000,Tirupati,City Auto Tirupati,1700,25
4909,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Tirupati,City Auto Tirupati,1700,25
4910,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Tirupati,City Auto Tirupati,1700,25
4911,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Tirupati,City Auto Tirupati,1700,25
4912,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Tirupati,City Auto Tirupati,1700,25
4913,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Tirupati,City Auto Tirupati,1700,25
4914,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Tirupati,City Auto Tirupati,1700,25
4915,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Tirupati,City Auto Tirupati,1700,25
4916,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Tirupati,City Auto Tirupati,1700,25
4917,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Tirupati,City Auto Tirupati,1700,25
4918,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Tirupati,City Auto Tirupati,1700,25
4919,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Tirupati,City Auto Tirupati,1700,25
4920,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Tirupati,City Auto Tirupati,1700,25
4921,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Tirupati,Prestige Drive Tirupati,2800,25
4922,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Tirupati,Prestige Drive Tirupati,2800,25
4923,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Tirupati,Prestige Drive Tirupati,2800,25
4924,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Tirupati,Prestige Drive Tirupati,2800,25
4925,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Tirupati,Prestige Drive Tirupati,2800,25
4926,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Tirupati,Prestige Drive Tirupati,2800,25
4927,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Tirupati,Prestige Drive Tirupati,2800,25
4928,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Tirupati,Prestige Drive Tirupati,2800,25
4929,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Tirupati,Prestige Drive Tirupati,2800,25
4930,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Tirupati,Prestige Drive Tirupati,2800,25
4931,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Tirupati,Prestige Drive Tirupati,2800,25
4932,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Tirupati,Prestige Drive Tirupati,2800,25
4933,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Tirupati,Prestige Drive Tirupati,2800,25
4934,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Tirupati,Prestige Drive Tirupati,2800,25
4935,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Tirupati,Prestige Drive Tirupati,2800,25
4936,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Tirupati,Prestige Drive Tirupati,2800,25
4937,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Tirupati,Prestige Drive Tirupati,2800,25
4938,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Tirupati,Prestige Drive Tirupati,2800,25
4939,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Tirupati,Prestige Drive Tirupati,2800,25
4940,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Tirupati,Prestige Drive Tirupati,2800,25
4941,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Tirupati,Prestige Drive Tirupati,2800,25
4942,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Tirupati,Prestige Drive Tirupati,2800,25
4943,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Tirupati,Prestige Drive Tirupati,2800,25
4944,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Tirupati,Prestige Drive Tirupati,2800,25
4945,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Tirupati,Prestige Drive Tirupati,2800,25
4946,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Tirupati,Prestige Drive Tirupati,2800,25
4947,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Tirupati,Prestige Drive Tirupati,2800,25
4948,Honda,Honda City,Sedan,19 kmpl,2012,5000,Tirupati,Prestige Drive Tirupati,2800,25
4949,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Tirupati,Prestige Drive Tirupati,2800,25
4950,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Tirupati,Prestige Drive Tirupati,2800,25
4951,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Tirupati,Prestige Drive Tirupati,2800,25
4952,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Tirupati,Prestige Drive Tirupati,2800,25
4953,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Tirupati,Prestige Drive Tirupati,2800,25
4954,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Tirupati,Prestige Drive Tirupati,2800,25
4955,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Tirupati,Prestige Drive Tirupati,2800,25
4956,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Tirupati,Prestige Drive Tirupati,2800,25
4957,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Tirupati,Prestige Drive Tirupati,2800,25
4958,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Tirupati,Prestige Drive Tirupati,2800,25
4959,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Tirupati,Prestige Drive Tirupati,2800,25
4960,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Tirupati,Prestige Drive Tirupati,2800,25
4961,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Tirupati,Luxury Motion Tirupati,3500,25
4962,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Tirupati,Luxury Motion Tirupati,3500,25
4963,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Tirupati,Luxury Motion Tirupati,3500,25
4964,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Tirupati,Luxury Motion Tirupati,3500,25
4965,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Tirupati,Luxury Motion Tirupati,3500,25
4966,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Tirupati,Luxury Motion Tirupati,3500,25
4967,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Tirupati,Luxury Motion Tirupati,3500,25
4968,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Tirupati,Luxury Motion Tirupati,3500,25
4969,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Tirupati,Luxury Motion Tirupati,3500,25
4970,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Tirupati,Luxury Motion Tirupati,3500,25
4971,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Tirupati,Luxury Motion Tirupati,3500,25
4972,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Tirupati,Luxury Motion Tirupati,3500,25
4973,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Tirupati,Luxury Motion Tirupati,3500,25
4974,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Tirupati,Luxury Motion Tirupati,3500,25
4975,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Tirupati,Luxury Motion Tirupati,3500,25
4976,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Tirupati,Luxury Motion Tirupati,3500,25
4977,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Tirupati,Luxury Motion Tirupati,3500,25
4978,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Tirupati,Luxury Motion Tirupati,3500,25
4979,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Tirupati,Luxury Motion Tirupati,3500,25
4980,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Tirupati,Luxury Motion Tirupati,3500,25
4981,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Tirupati,Luxury Motion Tirupati,3500,25
4982,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Tirupati,Luxury Motion Tirupati,3500,25
4983,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Tirupati,Luxury Motion Tirupati,3500,25
4984,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Tirupati,Luxury Motion Tirupati,3500,25
4985,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Tirupati,Luxury Motion Tirupati,3500,25
4986,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Tirupati,Luxury Motion Tirupati,3500,25
4987,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Tirupati,Luxury Motion Tirupati,3500,25
4988,Honda,Honda City,Sedan,19 kmpl,2012,5000,Tirupati,Luxury Motion Tirupati,3500,25
4989,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Tirupati,Luxury Motion Tirupati,3500,25
4990,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Tirupati,Luxury Motion Tirupati,3500,25
4991,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Tirupati,Luxury Motion Tirupati,3500,25
4992,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Tirupati,Luxury Motion Tirupati,3500,25
4993,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Tirupati,Luxury Motion Tirupati,3500,25
4994,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Tirupati,Luxury Motion Tirupati,3500,25
4995,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Tirupati,Luxury Motion Tirupati,3500,25
4996,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Tirupati,Luxury Motion Tirupati,3500,25
4997,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Tirupati,Luxury Motion Tirupati,3500,25
4998,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Tirupati,Luxury Motion Tirupati,3500,25
4999,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Tirupati,Luxury Motion Tirupati,3500,25
5000,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Tirupati,Luxury Motion Tirupati,3500,25
5001,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Dehradun,EasyGo Dehradun,950,26
5002,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Dehradun,EasyGo Dehradun,950,26
5003,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Dehradun,EasyGo Dehradun,950,26
5004,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Dehradun,EasyGo Dehradun,950,26
5005,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Dehradun,EasyGo Dehradun,950,26
5006,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Dehradun,EasyGo Dehradun,950,26
5007,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Dehradun,EasyGo Dehradun,950,26
5008,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Dehradun,EasyGo Dehradun,950,26
5009,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Dehradun,EasyGo Dehradun,950,26
5010,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Dehradun,EasyGo Dehradun,950,26
5011,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Dehradun,EasyGo Dehradun,950,26
5012,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Dehradun,EasyGo Dehradun,950,26
5013,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Dehradun,EasyGo Dehradun,950,26
5014,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Dehradun,EasyGo Dehradun,950,26
5015,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Dehradun,EasyGo Dehradun,950,26
5016,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Dehradun,EasyGo Dehradun,950,26
5017,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Dehradun,EasyGo Dehradun,950,26
5018,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Dehradun,EasyGo Dehradun,950,26
5019,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Dehradun,EasyGo Dehradun,950,26
5020,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Dehradun,EasyGo Dehradun,950,26
5021,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Dehradun,EasyGo Dehradun,950,26
5022,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Dehradun,EasyGo Dehradun,950,26
5023,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Dehradun,EasyGo Dehradun,950,26
5024,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Dehradun,EasyGo Dehradun,950,26
5025,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Dehradun,EasyGo Dehradun,950,26
5026,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Dehradun,EasyGo Dehradun,950,26
5027,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Dehradun,EasyGo Dehradun,950,26
5028,Honda,Honda City,Sedan,19 kmpl,2012,5000,Dehradun,EasyGo Dehradun,950,26
5029,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Dehradun,EasyGo Dehradun,950,26
5030,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Dehradun,EasyGo Dehradun,950,26
5031,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Dehradun,EasyGo Dehradun,950,26
5032,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Dehradun,EasyGo Dehradun,950,26
5033,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Dehradun,EasyGo Dehradun,950,26
5034,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Dehradun,EasyGo Dehradun,950,26
5035,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Dehradun,EasyGo Dehradun,950,26
5036,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Dehradun,EasyGo Dehradun,950,26
5037,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Dehradun,EasyGo Dehradun,950,26
5038,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Dehradun,EasyGo Dehradun,950,26
5039,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Dehradun,EasyGo Dehradun,950,26
5040,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Dehradun,EasyGo Dehradun,950,26
5041,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Dehradun,Budget Rides Dehradun,1150,26
5042,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Dehradun,Budget Rides Dehradun,1150,26
5043,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Dehradun,Budget Rides Dehradun,1150,26
5044,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Dehradun,Budget Rides Dehradun,1150,26
5045,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Dehradun,Budget Rides Dehradun,1150,26
5046,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Dehradun,Budget Rides Dehradun,1150,26
5047,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Dehradun,Budget Rides Dehradun,1150,26
5048,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Dehradun,Budget Rides Dehradun,1150,26
5049,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Dehradun,Budget Rides Dehradun,1150,26
5050,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Dehradun,Budget Rides Dehradun,1150,26
5051,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Dehradun,Budget Rides Dehradun,1150,26
5052,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Dehradun,Budget Rides Dehradun,1150,26
5053,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Dehradun,Budget Rides Dehradun,1150,26
5054,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Dehradun,Budget Rides Dehradun,1150,26
5055,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Dehradun,Budget Rides Dehradun,1150,26
5056,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Dehradun,Budget Rides Dehradun,1150,26
5057,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Dehradun,Budget Rides Dehradun,1150,26
5058,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Dehradun,Budget Rides Dehradun,1150,26
5059,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Dehradun,Budget Rides Dehradun,1150,26
5060,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Dehradun,Budget Rides Dehradun,1150,26
5061,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Dehradun,Budget Rides Dehradun,1150,26
5062,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Dehradun,Budget Rides Dehradun,1150,26
5063,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Dehradun,Budget Rides Dehradun,1150,26
5064,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Dehradun,Budget Rides Dehradun,1150,26
5065,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Dehradun,Budget Rides Dehradun,1150,26
5066,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Dehradun,Budget Rides Dehradun,1150,26
5067,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Dehradun,Budget Rides Dehradun,1150,26
5068,Honda,Honda City,Sedan,19 kmpl,2012,5000,Dehradun,Budget Rides Dehradun,1150,26
5069,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Dehradun,Budget Rides Dehradun,1150,26
5070,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Dehradun,Budget Rides Dehradun,1150,26
5071,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Dehradun,Budget Rides Dehradun,1150,26
5072,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Dehradun,Budget Rides Dehradun,1150,26
5073,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Dehradun,Budget Rides Dehradun,1150,26
5074,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Dehradun,Budget Rides Dehradun,1150,26
5075,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Dehradun,Budget Rides Dehradun,1150,26
5076,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Dehradun,Budget Rides Dehradun,1150,26
5077,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Dehradun,Budget Rides Dehradun,1150,26
5078,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Dehradun,Budget Rides Dehradun,1150,26
5079,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Dehradun,Budget Rides Dehradun,1150,26
5080,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Dehradun,Budget Rides Dehradun,1150,26
5081,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Dehradun,Midway Auto Dehradun,1800,26
5082,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Dehradun,Midway Auto Dehradun,1800,26
5083,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Dehradun,Midway Auto Dehradun,1800,26
5084,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Dehradun,Midway Auto Dehradun,1800,26
5085,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Dehradun,Midway Auto Dehradun,1800,26
5086,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Dehradun,Midway Auto Dehradun,1800,26
5087,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Dehradun,Midway Auto Dehradun,1800,26
5088,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Dehradun,Midway Auto Dehradun,1800,26
5089,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Dehradun,Midway Auto Dehradun,1800,26
5090,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Dehradun,Midway Auto Dehradun,1800,26
5091,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Dehradun,Midway Auto Dehradun,1800,26
5092,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Dehradun,Midway Auto Dehradun,1800,26
5093,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Dehradun,Midway Auto Dehradun,1800,26
5094,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Dehradun,Midway Auto Dehradun,1800,26
5095,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Dehradun,Midway Auto Dehradun,1800,26
5096,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Dehradun,Midway Auto Dehradun,1800,26
5097,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Dehradun,Midway Auto Dehradun,1800,26
5098,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Dehradun,Midway Auto Dehradun,1800,26
5099,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Dehradun,Midway Auto Dehradun,1800,26
5100,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Dehradun,Midway Auto Dehradun,1800,26
5101,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Dehradun,Midway Auto Dehradun,1800,26
5102,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Dehradun,Midway Auto Dehradun,1800,26
5103,Ford,Ford Fiesta,Hatchback,18 kmpl,2012,4000,Dehradun,Midway Auto Dehradun,1800,26
5104,Ford,Ford Focus,Hatchback,17 kmpl,2018,4500,Dehradun,Midway Auto Dehradun,1800,26
5105,Honda,Honda CR-V,SUV,14 kmpl,2020,7000,Dehradun,Midway Auto Dehradun,1800,26
5106,Honda,Honda HR-V,SUV,16 kmpl,2018,6500,Dehradun,Midway Auto Dehradun,1800,26
5107,Honda,Honda Accord,Sedan,17 kmpl,2013,6000,Dehradun,Midway Auto Dehradun,1800,26
5108,Honda,Honda City,Sedan,19 kmpl,2012,5000,Dehradun,Midway Auto Dehradun,1800,26
5109,Honda,Honda Legend,Luxury,12 kmpl,2001,7500,Dehradun,Midway Auto Dehradun,1800,26
5110,Honda,Honda NSX,Luxury,10 kmpl,1999,12500,Dehradun,Midway Auto Dehradun,1800,26
5111,Honda,Honda Jazz,Hatchback,18 kmpl,2001,4000,Dehradun,Midway Auto Dehradun,1800,26
5112,Honda,Honda Brio,Hatchback,20 kmpl,2011,3500,Dehradun,Midway Auto Dehradun,1800,26
5113,Hyundai,Hyundai Creta,SUV,18 kmpl,2014,6000,Dehradun,Midway Auto Dehradun,1800,26
5114,Hyundai,Hyundai Tucson,SUV,15 kmpl,2004,7000,Dehradun,Midway Auto Dehradun,1800,26
5115,Hyundai,Hyundai Verna,Sedan,19 kmpl,2018,5500,Dehradun,Midway Auto Dehradun,1800,26
5116,Hyundai,Hyundai Elantra,Sedan,17 kmpl,2016,6000,Dehradun,Midway Auto Dehradun,1800,26
5117,Hyundai,Hyundai Genesis G90,Luxury,10 kmpl,2015,11000,Dehradun,Midway Auto Dehradun,1800,26
5118,Hyundai,Hyundai Palisade,Luxury,12 kmpl,2018,9000,Dehradun,Midway Auto Dehradun,1800,26
5119,Hyundai,Hyundai i20,Hatchback,20 kmpl,2008,4000,Dehradun,Midway Auto Dehradun,1800,26
5120,Hyundai,Hyundai Grand i10 Nios,Hatchback,21 kmpl,2019,3500,Dehradun,Midway Auto Dehradun,1800,26
5121,Volkswagen,Volkswagen Tiguan,SUV,15 kmpl,2007,7500,Dehradun,Elite Wheels Dehradun,2900,26
5122,Volkswagen,Volkswagen Taigun,SUV,19.20 kmpl (1.0 TSI Manual),2021,6500,Dehradun,Elite Wheels Dehradun,2900,26
5123,Volkswagen,Volkswagen Passat,Sedan,18 kmpl,2010,5800,Dehradun,Elite Wheels Dehradun,2900,26
5124,Volkswagen,Volkswagen Virtus,Sedan,20 kmpl,2018,5500,Dehradun,Elite Wheels Dehradun,2900,26
5125,Volkswagen,Volkswagen Arteon,Luxury,14 kmpl,2017,9000,Dehradun,Elite Wheels Dehradun,2900,26
5126,Volkswagen,Volkswagen Touareg,Luxury,12 kmpl,2002,10000,Dehradun,Elite Wheels Dehradun,2900,26
5127,Volkswagen,Volkswagen Polo,Hatchback,18 kmpl,2019,4000,Dehradun,Elite Wheels Dehradun,2900,26
5128,Volkswagen,Volkswagen Golf,Hatchback,17 kmpl,2005,4500,Dehradun,Elite Wheels Dehradun,2900,26
5129,Toyota,Toyota Fortuner,SUV,12 kmpl,2004,7000,Dehradun,Elite Wheels Dehradun,2900,26
5130,Toyota,Toyota Land Cruiser,SUV,9 kmpl,2001,10000,Dehradun,Elite Wheels Dehradun,2900,26
5131,Toyota,Toyota Camry,Sedan,19 kmpl,2017,6500,Dehradun,Elite Wheels Dehradun,2900,26
5132,Toyota,Toyota Corolla,Sedan,18 kmpl,2011,5500,Dehradun,Elite Wheels Dehradun,2900,26
5133,Toyota,Toyota Crown,Luxury,12 kmpl,2008,8500,Dehradun,Elite Wheels Dehradun,2900,26
5134,Toyota,Toyota Mirai,Luxury,15 kmpl,2014,9000,Dehradun,Elite Wheels Dehradun,2900,26
5135,Toyota,Toyota Yaris,Hatchback,20 kmpl,2015,4500,Dehradun,Elite Wheels Dehradun,2900,26
5136,Toyota,Toyota Glanza,Hatchback,21 kmpl,2019,4000,Dehradun,Elite Wheels Dehradun,2900,26
5137,Ford,Ford Endeavour,SUV,12 kmpl,2003,8000,Dehradun,Elite Wheels Dehradun,2900,26
5138,Ford,Ford Bronco,SUV,10 kmpl,2024,8500,Dehradun,Elite Wheels Dehradun,2900,26
5139,Ford,Ford Fusion,Sedan,15 kmpl,2015,5000,Dehradun,Elite Wheels Dehradun,2900,26
5140,Ford,Ford Taurus,Sedan,14 kmpl,2022,5800,Dehradun,Elite Wheels Dehradun,2900,26
5141,Ford,Ford Mustang,Luxury,10 kmpl,1964,11000,Dehradun,Elite Wheels Dehradun,2900,26
5142,Ford,Ford GT,Luxury,7 kmpl,2004,17000,Dehradun,Elite Wheels Dehradun,2900,26
