travelCode,User_ID,flightType,Flight_agency,Departure_date,Departure,Arrival,Flight Distance (km),Flight Duration (hh:mm),Departure Time,Arrival Time,flight_number
79393,772,firstClass,AirAsia India,05/05/2022,Bhopal,Vijayawada,823.25,00:54,04:21,05:15,I53169F
79397,772,firstClass,SpiceJet,06/02/2022,Puri,Ahmedabad,1415.93,01:34,17:37,19:11,SG3672I
79398,772,premium,SpiceJet,06/09/2022,Tirupati,Puducherry,194.37,00:12,04:57,05:09,SG5574
79412,772,premium,SpiceJet,15/09/2022,Srinagar,Mopa,7566.74,08:24,16:04,00:28,SG4953
79421,772,premium,Air India,17/11/2022,Guwahati,Surat,2002.06,02:13,12:40,14:53,AI2146
79424,772,firstClass,GoAir,12/08/2022,Nashik,Hisar,5465.3,06:04,11:55,17:59,G82660
79425,772,premium,Akasa Air,15/12/2022,Chennai,Dabolim,740.1,00:49,13:30,14:19,QP5009
79430,772,economic,IndiGo,19/01/2023,Khowai,Dehradun,1510.38,01:40,15:41,17:21,6E2253
79431,772,firstClass,AirAsia India,26/01/2023,Mopa,Bengaluru,7835.76,08:42,11:38,20:20,I54340
79435,772,premium,SpiceJet,23/02/2023,Raigarh,Surat,1095.38,01:13,14:25,15:38,SG1689
79437,772,firstClass,Akasa Air,03/09/2023,Bhubaneswar,Vadodara,1326.97,01:28,14:37,16:05,QP121
79442,773,premium,IndiGo,10/03/2019,Vadodara,Puri,1338.05,01:29,20:28,21:57,6E4946
79448,773,economic,Air India,14/11/2019,Bengaluru,Mumbai,844.64,00:56,02:57,03:53,AI4850
79451,773,economic,IndiGo,12/05/2019,Mopa,Visakhapatnam,8398.98,09:19,09:46,19:05,6E1566
79454,773,premium,SpiceJet,26/12/2019,Jaipur,Thiruvananthapuram,2053.43,02:16,10:45,13:01,SG2384
79462,773,economic,SpiceJet,20/02/2020,Srinagar,Ahmedabad,1248.63,01:23,12:44,14:07,SG2077
79464,773,premium,Air India,03/05/2020,Kota,Chennai,3333.78,03:42,06:40,10:22,AI1125
79466,773,firstClass,Akasa Air,19/03/2020,Bengaluru,Indore,1099.56,01:13,10:15,11:28,QP5449
79468,773,economic,SpiceJet,04/02/2020,Mumbai,Ayodhya,1283.34,01:25,04:35,06:00,SG3903
79469,773,economic,SpiceJet,04/09/2020,Mysuru,Imphal,2289.65,02:32,13:26,15:58,SG1652
79471,773,firstClass,Akasa Air,23/04/2020,Raigarh,Gwalior,716.27,00:47,11:34,12:21,QP4212
79477,773,firstClass,SpiceJet,06/04/2020,Jaipur,Chandigarh,435.44,00:29,13:57,14:26,SG5523
79478,773,economic,Akasa Air,06/11/2020,Bilaspur,Khowai,991.16,01:06,04:00,05:06,QP4187
79483,773,premium,Akasa Air,16/07/2020,Gwalior,Prayagraj,377.49,00:25,00:17,00:42,QP379N
79484,773,premium,Air India,23/07/2020,Imphal,Jaipur,1830.16,02:02,21:16,23:18,AI3722U
79487,773,economic,Akasa Air,13/08/2020,Varanasi,Kota,3182.35,03:32,18:51,22:23,QP672
79488,773,premium,Akasa Air,20/08/2020,Hyderabad,Diu,868.28,00:57,20:10,21:07,QP3546
79489,773,firstClass,Air India,27/08/2020,Raigarh,Bhopal,633.57,00:42,13:52,14:34,AI3255
79492,773,firstClass,IndiGo,17/09/2020,Bhubaneswar,Gwalior,1024.85,01:08,13:50,14:58,6E459
79493,773,premium,IndiGo,24/09/2020,Bilaspur,Surat,968.69,01:04,14:30,15:34,6E1867
79498,773,economic,IndiGo,29/10/2020,Raigarh,Ahmedabad,1117.55,01:14,12:27,13:41,6E5846A
79499,773,firstClass,GoAir,11/05/2020,Kullu-Manali,Vadodara,1134.06,01:15,23:17,00:32,G81037
79504,773,premium,IndiGo,12/10/2020,Puri,Puducherry,1084.01,01:12,14:38,15:50,6E2504
79506,773,firstClass,Akasa Air,24/12/2020,Dehradun,Guwahati,1418.54,01:34,21:05,22:39,QP2515
79507,773,economic,IndiGo,31/12/2020,Ranchi,Jamshedpur,107.9,00:07,04:57,05:04,6E5238
79513,773,premium,IndiGo,02/11/2021,Bilaspur,Bhopal,504.8,00:33,21:38,22:11,6E3395
79514,773,premium,SpiceJet,18/02/2021,Chandigarh,Navi Mumbai,1355.13,01:30,04:35,06:05,SG5062
79520,773,economic,Air India,04/01/2021,Jamshedpur,Hyderabad,1006.83,01:07,09:34,10:41,AI3670U
79527,773,firstClass,SpiceJet,20/05/2021,Raigarh,Navi Mumbai,1126.91,01:15,21:30,22:45,SG2845O
79534,773,premium,Air India,07/08/2021,Raigarh,Surat,1095.38,01:13,16:33,17:46,AI1562
79540,773,premium,Akasa Air,19/08/2021,Dabolim,Raigarh,1240.59,01:22,16:06,17:28,QP548
79547,773,economic,Akasa Air,10/07/2021,Shillong,Diu,2201.44,02:26,08:52,11:18,QP2804
79550,773,premium,SpiceJet,28/10/2021,Imphal,Ayodhya,1195.41,01:19,07:52,09:11,SG3356
79562,773,premium,Akasa Air,20/01/2022,Raipur,Gwalior,657.71,00:43,03:54,04:37,QP2595
79565,773,premium,IndiGo,02/10/2022,Pune,Srinagar,1733.43,01:55,21:05,23:00,6E497
79566,773,firstClass,SpiceJet,17/02/2022,Mumbai,Shillong,2080.96,02:18,04:20,06:38,SG5580
79568,774,premium,Air India,26/09/2019,Imphal,Kota,4279.03,04:45,06:05,10:50,AI2350
79572,774,firstClass,Akasa Air,24/10/2019,Coimbatore,Nashik,1055.99,01:10,08:15,09:25,QP4082
79575,774,firstClass,IndiGo,14/11/2019,Guwahati,Udaipur,1818.73,02:01,09:12,11:13,6E3715O
79582,774,firstClass,GoAir,01/02/2020,Guwahati,Khowai,236.44,00:15,01:58,02:13,G81684
79583,775,firstClass,IndiGo,26/09/2019,Itanagar,Bhubaneswar,1095.39,01:13,06:00,07:13,6E1890
79584,775,firstClass,SpiceJet,10/03/2019,Prayagraj,Guwahati,994.39,01:06,10:31,11:37,SG336
79589,775,firstClass,IndiGo,11/07/2019,Prayagraj,Delhi NCR,592.01,00:39,17:05,17:44,6E2917
79592,775,economic,SpiceJet,28/11/2019,Shillong,Amritsar,1789.07,01:59,14:37,16:36,SG4637
79595,775,premium,IndiGo,19/12/2019,Vadodara,Vijayawada,1011.24,01:07,19:49,20:56,6E313
79596,775,firstClass,AirAsia India,26/12/2019,Jaipur,Patna,943.53,01:02,23:13,00:15,I53004
79602,775,economic,IndiGo,02/06/2020,Vijayawada,Raipur,535.64,00:35,15:35,16:10,6E794
79604,775,firstClass,Air India,20/02/2020,Bilaspur,Diu,1166.42,01:17,00:50,02:07,AI3364
79605,775,premium,SpiceJet,27/02/2020,Gangtok,Dabolim,2023.14,02:14,02:27,04:41,SG2945
79607,775,firstClass,GoAir,03/12/2020,Mysuru,Delhi NCR,1820.0,02:01,21:02,23:03,G83991
79616,775,firstClass,AirAsia India,14/05/2020,Ayodhya,Ludhiana,768.96,00:51,17:42,18:33,I55802
79619,775,premium,Akasa Air,06/04/2020,Hisar,Delhi NCR,5192.96,05:46,08:21,14:07,QP5027
79626,775,economic,Air India,23/07/2020,Raigarh,Jamshedpur,303.95,00:20,02:37,02:57,AI4987
79633,775,firstClass,SpiceJet,09/10/2020,Vijayawada,Udaipur,1151.83,01:16,07:56,09:12,SG3779
79643,775,firstClass,Air India,19/11/2020,Thiruvananthapuram,Bhopal,1642.97,01:49,21:49,23:38,AI1394
79648,775,economic,Air India,24/12/2020,Kullu-Manali,Prayagraj,848.74,00:56,12:04,13:00,AI2267
79652,775,economic,IndiGo,21/01/2021,Hyderabad,Thiruvananthapuram,1002.83,01:06,02:36,03:42,6E1905
79654,775,firstClass,Akasa Air,02/04/2021,Kota,Udaipur,2262.62,02:30,08:17,10:47,QP3873
79656,775,firstClass,IndiGo,18/02/2021,Khowai,Ranchi,645.78,00:43,17:23,18:06,6E4406
79669,775,premium,IndiGo,20/05/2021,Hisar,Varanasi,5888.37,06:32,20:20,02:52,6E1555
79670,775,firstClass,AirAsia India,27/05/2021,Khowai,Kolkata,370.55,00:24,19:00,19:24,I51232
79673,775,economic,Air India,17/06/2021,Srinagar,Ludhiana,366.32,00:24,20:31,20:55,AI3045W
79674,775,firstClass,GoAir,24/06/2021,Bhopal,Chandigarh,834.14,00:55,01:23,02:18,G82072
79677,775,firstClass,SpiceJet,15/07/2021,Kota,Raipur,3130.57,03:28,09:17,12:45,SG4954
79678,775,premium,Akasa Air,22/07/2021,Hyderabad,Ludhiana,1527.08,01:41,23:24,01:05,QP3494
79692,775,premium,Air India,28/10/2021,Amritsar,Guwahati,1747.6,01:56,18:22,20:18,AI2075
79693,775,firstClass,Air India,11/04/2021,Kullu-Manali,Chandigarh,131.49,00:08,13:24,13:32,AI1720
79694,775,economic,Akasa Air,11/11/2021,Mumbai,Indore,508.12,00:33,23:41,00:14,QP2114
79696,775,economic,SpiceJet,25/11/2021,Puducherry,Mopa,8086.87,08:59,16:38,01:37,SG1008
79700,775,economic,IndiGo,23/12/2021,Ayodhya,Bhubaneswar,814.45,00:54,16:45,17:39,6E591
79702,775,firstClass,Air India,01/06/2022,Amritsar,Bhopal,963.19,01:04,14:50,15:54,AI458
79703,775,firstClass,Air India,13/01/2022,Kolkata,Varanasi,624.16,00:41,09:42,10:23,AI2802
79704,775,economic,Air India,20/01/2022,Bhopal,Indore,171.4,00:11,14:30,14:41,AI123
79706,775,premium,Air India,02/03/2022,Amritsar,Visakhapatnam,1762.26,01:57,00:45,02:42,AI233
79710,775,premium,SpiceJet,03/03/2022,Bengaluru,Pune,735.14,00:49,18:48,19:37,SG409
79711,775,firstClass,AirAsia India,03/10/2022,Varanasi,Patna,215.59,00:14,04:33,04:47,I52863
79713,775,firstClass,IndiGo,24/03/2022,Mumbai,Hisar,5454.14,06:03,05:30,11:33,6E5602
79714,775,firstClass,IndiGo,31/03/2022,Imphal,Patna,890.37,00:59,02:26,03:25,6E1522
79717,775,firstClass,IndiGo,21/04/2022,Indore,Varanasi,783.98,00:52,07:23,08:15,6E4922
79721,775,economic,Akasa Air,19/05/2022,Mopa,Bengaluru,7835.76,08:42,10:02,18:44,QP4413
79722,775,economic,IndiGo,26/05/2022,Hisar,Kota,3274.4,03:38,11:56,15:34,6E1928V
79723,775,firstClass,GoAir,06/02/2022,Indore,Raipur,620.38,00:41,00:54,01:35,G85991
79726,775,economic,Akasa Air,23/06/2022,Ayodhya,Diu,1326.53,01:28,11:33,13:01,QP3448
79734,775,firstClass,Air India,18/08/2022,Jamshedpur,Pune,1367.73,01:31,00:02,01:33,AI4812
79735,775,economic,Akasa Air,25/08/2022,Varanasi,Delhi NCR,695.42,00:46,05:12,05:58,QP4501
79736,775,premium,SpiceJet,09/01/2022,Nashik,Chandigarh,1231.33,01:22,18:20,19:42,SG4960
79738,775,firstClass,Akasa Air,15/09/2022,Kullu-Manali,Raipur,1264.16,01:24,07:34,08:58,QP275
79740,776,firstClass,Air India,26/09/2019,Ludhiana,Bhubaneswar,1547.91,01:43,09:20,11:03,AI112
79743,776,economic,IndiGo,17/10/2019,Khowai,Dabolim,2092.87,02:19,17:36,19:55,6E2350
79744,776,premium,Akasa Air,24/10/2019,Gangtok,Amritsar,1411.69,01:34,15:24,16:58,QP3123
79751,776,firstClass,SpiceJet,12/12/2019,Raigarh,Pune,1063.81,01:10,08:27,09:37,SG558
79753,776,premium,SpiceJet,26/12/2019,Gwalior,Guwahati,1353.44,01:30,13:17,14:47,SG3693
79756,776,premium,IndiGo,16/01/2020,Navi Mumbai,Hisar,5467.58,06:04,22:07,04:11,6E949
79759,776,firstClass,SpiceJet,02/06/2020,Gangtok,Nashik,1713.38,01:54,07:58,09:52,SG1579
79769,776,firstClass,SpiceJet,16/04/2020,Srinagar,Mopa,7566.74,08:24,12:29,20:53,SG4953
79773,776,economic,Air India,14/05/2020,Jamshedpur,Itanagar,886.95,00:59,23:53,00:52,AI1265
79774,776,economic,Air India,21/05/2020,Bhopal,Ranchi,807.43,00:53,22:50,23:43,AI1869
79775,776,firstClass,AirAsia India,28/05/2020,Imphal,Khowai,251.02,00:16,10:30,10:46,I55578
79783,776,premium,Akasa Air,23/07/2020,Guwahati,Itanagar,210.71,00:14,21:33,21:47,QP2070A
79784,776,premium,Akasa Air,30/07/2020,Hisar,Ahmedabad,5163.73,05:44,22:59,04:43,QP3045
79790,776,economic,SpiceJet,09/10/2020,Guwahati,Indore,1654.92,01:50,04:28,06:18,SG2749
79791,776,firstClass,SpiceJet,17/09/2020,Puri,Indore,1084.81,01:12,03:19,04:31,SG1297
79794,776,premium,Air India,10/08/2020,Coimbatore,Puri,1362.16,01:30,00:24,01:54,AI4604
79799,776,premium,Akasa Air,11/12/2020,Guwahati,Amritsar,1747.6,01:56,03:36,05:32,QP3561
79804,776,premium,SpiceJet,17/12/2020,Shimla,Chandigarh,54.56,00:03,19:52,19:55,SG603U
79805,776,firstClass,IndiGo,24/12/2020,Ayodhya,Khowai,991.41,01:06,08:21,09:27,6E4666
79808,776,firstClass,AirAsia India,14/01/2021,Pune,Puducherry,972.92,01:04,06:28,07:32,I53067
79809,776,economic,Akasa Air,21/01/2021,Gwalior,Guwahati,1353.44,01:30,20:48,22:18,QP4242
79812,776,firstClass,Air India,02/11/2021,Chandigarh,Kolkata,1464.38,01:37,11:38,13:15,AI3244
79814,776,firstClass,Air India,25/02/2021,Mopa,Kolkata,8895.51,09:53,10:01,19:54,AI2105P
79817,776,firstClass,SpiceJet,18/03/2021,Khowai,Navi Mumbai,2000.01,02:13,04:16,06:29,SG4148
79823,776,economic,Air India,29/04/2021,Bengaluru,Mysuru,127.83,00:08,22:01,22:09,AI4259
79824,776,firstClass,Akasa Air,05/06/2021,Chennai,Mysuru,404.42,00:26,01:37,02:03,QP243
79826,776,premium,Air India,20/05/2021,Diu,Vijayawada,1120.32,01:14,01:46,03:00,AI201
79827,776,firstClass,Akasa Air,27/05/2021,Dhubri,Jaipur,1416.04,01:34,16:13,17:47,QP1165
79829,776,economic,Air India,06/10/2021,Thiruvananthapuram,Surat,1480.73,01:38,06:36,08:14,AI3877
79833,776,economic,SpiceJet,07/08/2021,Prayagraj,Khowai,997.29,01:06,13:12,14:18,SG3641
79834,776,economic,IndiGo,15/07/2021,Gwalior,Khowai,1372.52,01:31,21:30,23:01,6E5676M
79835,776,firstClass,AirAsia India,22/07/2021,Ayodhya,Gangtok,637.09,00:42,16:23,17:05,I55529
79836,776,firstClass,Air India,29/07/2021,Puri,Visakhapatnam,363.0,00:24,02:20,02:44,AI3310
79838,776,premium,IndiGo,08/12/2021,Visakhapatnam,Jaipur,1278.77,01:25,18:16,19:41,6E3848
79842,776,economic,Akasa Air,09/09/2021,Chennai,Dehradun,1930.44,02:08,14:33,16:41,QP432
79847,776,firstClass,AirAsia India,14/10/2021,Bilaspur,Kolkata,640.74,00:42,15:54,16:36,I53720
79856,776,premium,IndiGo,16/12/2021,Mumbai,Khowai,2011.88,02:14,09:27,11:41,6E179
79865,776,firstClass,GoAir,17/02/2022,Patna,Tirupati,1457.66,01:37,07:03,08:40,G83732
79870,776,premium,Air India,24/03/2022,Guwahati,Patna,664.43,00:44,21:04,21:48,AI1669
79873,776,economic,IndiGo,14/04/2022,Surat,Puducherry,1271.08,01:24,15:20,16:44,6E4733Q
79877,776,economic,Air India,05/12/2022,Navi Mumbai,Ayodhya,1276.04,01:25,10:07,11:32,AI5629
79878,776,premium,IndiGo,19/05/2022,Puri,Ahmedabad,1415.93,01:34,22:45,00:19,6E2386
79889,776,firstClass,GoAir,08/04/2022,Chennai,Raigarh,1033.78,01:08,00:28,01:36,G84172Y
79890,776,firstClass,Akasa Air,08/11/2022,Raipur,Srinagar,1578.28,01:45,10:14,11:59,QP3026
79898,777,firstClass,Akasa Air,31/10/2019,Bhopal,Imphal,1687.69,01:52,14:58,16:50,QP4522
79907,777,firstClass,GoAir,01/02/2020,Guwahati,Hisar,6560.04,07:17,14:28,21:45,G83933
79908,777,economic,Air India,01/09/2020,Bhopal,Visakhapatnam,865.28,00:57,16:28,17:25,AI596M
79914,777,economic,Air India,20/02/2020,Puducherry,Hyderabad,623.77,00:41,08:15,08:56,AI937E
79915,777,premium,IndiGo,27/02/2020,Kota,Tirupati,3223.07,03:34,12:53,16:27,6E5031
79918,777,economic,IndiGo,19/03/2020,Imphal,Nashik,2137.34,02:22,18:17,20:39,6E2548W
79923,777,economic,Air India,23/04/2020,Bhubaneswar,Dabolim,1381.4,01:32,00:38,02:10,AI3529
79925,777,premium,Akasa Air,05/07/2020,Guwahati,Kota,4036.62,04:29,06:21,10:50,QP1651
79928,777,premium,Air India,28/05/2020,Varanasi,Shimla,861.09,00:57,12:49,13:46,AI4496E
79931,777,economic,Akasa Air,18/06/2020,Kolkata,Puducherry,1488.22,01:39,00:03,01:42,QP4928
79940,777,premium,SpiceJet,20/08/2020,Raigarh,Ludhiana,1251.74,01:23,13:37,15:00,SG2684R
79942,777,economic,Akasa Air,09/03/2020,Prayagraj,Khowai,997.29,01:06,21:46,22:52,QP4374J
79945,777,economic,Air India,24/09/2020,Shillong,Coimbatore,2254.68,02:30,05:15,07:45,AI4670
79947,778,premium,IndiGo,10/03/2019,Raigarh,Kolkata,516.49,00:34,05:31,06:05,6E460
79949,778,firstClass,GoAir,17/10/2019,Vadodara,Tirupati,1165.62,01:17,14:54,16:11,G81554
79951,778,economic,IndiGo,31/10/2019,Gwalior,Bilaspur,613.21,00:40,14:06,14:46,6E4255
79953,778,economic,Air India,14/11/2019,Kolkata,Mopa,8895.51,09:53,21:16,07:09,AI225G
79956,778,premium,Air India,12/05/2019,Dhubri,Mysuru,2068.59,02:17,20:10,22:27,AI582
79960,778,firstClass,SpiceJet,01/02/2020,Dabolim,Raipur,1049.27,01:09,15:12,16:21,SG5333
79962,778,firstClass,Air India,16/01/2020,Ayodhya,Pune,1256.76,01:23,15:55,17:18,AI5775H
79980,779,economic,Akasa Air,23/01/2020,Thiruvananthapuram,Prayagraj,1955.65,02:10,14:12,16:22,QP2091
79981,779,firstClass,AirAsia India,30/01/2020,Udaipur,Thiruvananthapuram,1822.93,02:01,01:20,03:21,I55159
79983,779,premium,IndiGo,13/02/2020,Bilaspur,Hyderabad,649.95,00:43,04:09,04:52,6E5423
79984,779,premium,IndiGo,20/02/2020,Chandigarh,Kolkata,1464.38,01:37,18:34,20:11,6E3101
79987,779,economic,IndiGo,03/12/2020,Kota,Puducherry,3355.26,03:43,17:30,21:13,6E4986
79988,779,firstClass,Air India,19/03/2020,Chandigarh,Gangtok,1209.73,01:20,07:47,09:07,AI5938
79989,779,firstClass,SpiceJet,26/03/2020,Patna,Varanasi,215.59,00:14,03:35,03:49,SG2104
79992,779,firstClass,SpiceJet,16/04/2020,Bengaluru,Kolkata,1559.94,01:43,01:10,02:53,SG3249
79994,779,premium,Air India,30/04/2020,Tirupati,Kolkata,1369.76,01:31,02:13,03:44,AI5045
80003,779,firstClass,Akasa Air,07/02/2020,Bhubaneswar,Puducherry,1127.04,01:15,08:56,10:11,QP4691
80014,779,premium,SpiceJet,17/09/2020,Pune,Tirupati,805.07,00:53,16:40,17:33,SG3747O
80018,779,premium,Air India,15/10/2020,Bhubaneswar,Dabolim,1381.4,01:32,07:36,09:08,AI3529
80021,779,economic,IndiGo,11/05/2020,Vadodara,Hisar,5262.77,05:50,02:54,08:44,6E920
80026,779,firstClass,Air India,12/10/2020,Mysuru,Guwahati,2209.3,02:27,05:10,07:37,AI4408
80027,779,firstClass,AirAsia India,17/12/2020,Imphal,Hyderabad,1804.39,02:00,00:59,02:59,I55354
80031,779,premium,IndiGo,14/01/2021,Bilaspur,Raigarh,129.57,00:08,16:42,16:50,6E4911
80035,779,premium,Akasa Air,02/11/2021,Patna,Puducherry,1617.8,01:47,02:11,03:58,QP1554
80040,779,economic,Air India,18/03/2021,Bilaspur,Gwalior,613.21,00:40,05:48,06:28,AI4686
80041,779,firstClass,AirAsia India,25/03/2021,Dabolim,Thiruvananthapuram,838.31,00:55,19:03,19:58,I5704
80043,779,premium,SpiceJet,04/08/2021,Guwahati,Bilaspur,1074.42,01:11,10:15,11:26,SG2511
80046,779,firstClass,SpiceJet,29/04/2021,Srinagar,Imphal,2115.67,02:21,03:03,05:24,SG5954
80047,779,economic,Air India,05/06/2021,Surat,Jaipur,703.65,00:46,08:39,09:25,AI2054
80049,779,premium,Akasa Air,20/05/2021,Hisar,Chennai,6486.86,07:12,07:34,14:46,QP1141
80057,779,firstClass,GoAir,15/07/2021,Khowai,Dabolim,2092.87,02:19,09:53,12:12,G85245P
80058,779,firstClass,Akasa Air,22/07/2021,Ranchi,Delhi NCR,1012.61,01:07,07:46,08:53,QP3897
80063,779,premium,Akasa Air,26/08/2021,Mumbai,Raipur,944.35,01:02,05:20,06:22,QP5266
80069,779,firstClass,IndiGo,10/07/2021,Kolkata,Hyderabad,1184.11,01:18,19:58,21:16,6E1100
80075,779,firstClass,IndiGo,18/11/2021,Bhopal,Tirupati,1090.49,01:12,22:40,23:52,6E4985Q
80078,779,firstClass,Akasa Air,12/09/2021,Puducherry,Dehradun,2053.3,02:16,10:20,12:36,QP1608
80080,779,economic,Air India,23/12/2021,Raigarh,Delhi NCR,984.05,01:05,11:31,12:36,AI4254
80084,779,premium,IndiGo,20/01/2022,Bengaluru,Shimla,2016.71,02:14,07:35,09:49,6E3992
80085,779,premium,Akasa Air,27/01/2022,Khowai,Gwalior,1372.52,01:31,15:52,17:23,QP5272
80086,779,firstClass,Akasa Air,02/03/2022,Mopa,Bengaluru,7835.76,08:42,08:47,17:29,QP4413
80092,779,premium,Air India,17/03/2022,Puri,Bengaluru,1160.16,01:17,19:14,20:31,AI4083
80094,779,premium,Akasa Air,31/03/2022,Jamshedpur,Diu,1586.41,01:45,10:06,11:51,QP393
80097,779,firstClass,Air India,21/04/2022,Bhubaneswar,Dehradun,1364.32,01:30,22:23,23:53,AI5424
80101,779,premium,Akasa Air,19/05/2022,Jamshedpur,Raigarh,303.95,00:20,14:06,14:26,QP2495
80102,779,premium,Akasa Air,26/05/2022,Surat,Diu,199.24,00:13,11:29,11:42,QP4404
80104,779,economic,Akasa Air,06/09/2022,Chennai,Puri,951.91,01:03,21:57,23:00,QP1535
80109,779,economic,Air India,14/07/2022,Vadodara,Dhubri,1750.23,01:56,20:54,22:50,AI5957
80113,779,premium,Air India,08/11/2022,Chennai,Nashik,1033.3,01:08,02:59,04:07,AI2275U
80118,779,premium,IndiGo,15/09/2022,Ahmedabad,Imphal,2177.68,02:25,17:43,20:08,6E3412
80121,779,premium,IndiGo,10/06/2022,Gangtok,Ranchi,553.36,00:36,04:31,05:07,6E4517
80126,779,firstClass,Air India,11/10/2022,Patna,Hisar,6048.4,06:43,22:32,05:15,AI2026
80132,779,firstClass,IndiGo,22/12/2022,Pune,Shillong,2014.0,02:14,18:12,20:26,6E2183
80137,779,firstClass,Akasa Air,26/01/2023,Kolkata,Surat,1609.21,01:47,03:13,05:00,QP4742Q
80139,779,premium,Air India,02/09/2023,Navi Mumbai,Ludhiana,1350.92,01:30,06:04,07:34,AI2968
80140,779,economic,Air India,16/02/2023,Diu,Bengaluru,1111.39,01:14,09:08,10:22,AI730L
80143,779,firstClass,AirAsia India,03/09/2023,Visakhapatnam,Ahmedabad,1255.45,01:23,19:54,21:17,I52599
80153,780,economic,IndiGo,11/07/2019,Prayagraj,Ahmedabad,976.02,01:05,05:13,06:18,6E1497A
80155,780,premium,Akasa Air,21/11/2019,Mopa,Jaipur,7613.13,08:27,02:06,10:33,QP4678
80158,780,premium,IndiGo,12/12/2019,Thiruvananthapuram,Indore,1587.05,01:45,12:38,14:23,6E2545
80173,780,firstClass,GoAir,26/03/2020,Guwahati,Jaipur,1588.35,01:45,22:43,00:28,G82086
80176,780,firstClass,Air India,16/04/2020,Diu,Puducherry,1357.3,01:30,01:20,02:50,AI3180
80184,780,firstClass,GoAir,06/11/2020,Dhubri,Shillong,196.44,00:13,06:54,07:07,G81727
80188,780,economic,Air India,07/09/2020,Hisar,Indore,5453.63,06:03,23:32,05:35,AI4648
80192,780,firstClass,AirAsia India,08/06/2020,Tirupati,Shimla,1956.06,02:10,00:03,02:13,I55313
80193,780,firstClass,Akasa Air,13/08/2020,Imphal,Varanasi,1102.46,01:13,06:51,08:04,QP5755
80196,780,premium,Air India,09/03/2020,Srinagar,Visakhapatnam,2006.18,02:13,04:48,07:01,AI3090
80197,780,premium,SpiceJet,09/10/2020,Pune,Shillong,2014.0,02:14,01:56,04:10,SG2233L
80201,780,firstClass,Akasa Air,10/08/2020,Nashik,Dabolim,513.34,00:34,02:53,03:27,QP3767
80202,780,premium,Akasa Air,15/10/2020,Hyderabad,Pune,502.79,00:33,11:48,12:21,QP5655
80204,780,firstClass,SpiceJet,29/10/2020,Ahmedabad,Hyderabad,876.46,00:58,10:43,11:41,SG347
80206,780,economic,IndiGo,11/12/2020,Shillong,Thiruvananthapuram,2470.67,02:44,04:37,07:21,6E608
80210,780,firstClass,Air India,12/10/2020,Bhopal,Imphal,1687.69,01:52,21:31,23:23,AI1000
80213,780,economic,Air India,31/12/2020,Kota,Raigarh,3289.6,03:39,06:39,10:18,AI4809
80214,780,premium,Air India,01/07/2021,Mopa,Raigarh,8390.44,09:19,08:39,17:58,AI1525
80216,780,economic,SpiceJet,21/01/2021,Bhopal,Thiruvananthapuram,1642.97,01:49,05:38,07:27,SG588
80217,780,firstClass,Air India,28/01/2021,Delhi NCR,Gangtok,1141.77,01:16,06:44,08:00,AI2448
80218,780,premium,Akasa Air,02/04/2021,Raigarh,Vijayawada,665.24,00:44,07:28,08:12,QP4088
80221,780,firstClass,AirAsia India,25/02/2021,Ludhiana,Surat,1121.64,01:14,10:40,11:54,I53526
80225,780,premium,Air India,25/03/2021,Ludhiana,Kolkata,1548.89,01:43,19:31,21:14,AI4258R
80232,780,premium,Air India,13/05/2021,Chennai,Mysuru,404.42,00:26,03:47,04:13,AI997
80233,780,economic,IndiGo,20/05/2021,Puducherry,Pune,972.92,01:04,13:27,14:31,6E964
80240,780,premium,IndiGo,07/08/2021,Jaipur,Amritsar,530.35,00:35,03:34,04:09,6E1317L
80243,780,premium,Air India,29/07/2021,Vadodara,Jamshedpur,1333.43,01:28,23:14,00:42,AI4736
80247,780,firstClass,SpiceJet,26/08/2021,Kullu-Manali,Bengaluru,2102.59,02:20,02:43,05:03,SG216
80250,781,firstClass,Air India,26/09/2019,Itanagar,Surat,2204.62,02:26,05:17,07:43,AI2544
80254,781,premium,IndiGo,24/10/2019,Chennai,Shillong,1843.95,02:02,01:16,03:18,6E2992
80264,781,firstClass,Akasa Air,01/02/2020,Jamshedpur,Hisar,6312.49,07:00,13:52,20:52,QP1102V
80265,781,firstClass,IndiGo,01/09/2020,Kolkata,Guwahati,528.68,00:35,12:56,13:31,6E4182
80266,781,economic,Air India,16/01/2020,Mumbai,Kullu-Manali,1486.46,01:39,06:07,07:46,AI5083
80267,781,premium,Akasa Air,23/01/2020,Pune,Chandigarh,1390.22,01:32,13:19,14:51,QP2103
80273,781,firstClass,IndiGo,03/05/2020,Patna,Nashik,1318.11,01:27,04:31,05:58,6E3559
80278,781,firstClass,SpiceJet,04/09/2020,Jaipur,Ranchi,1037.33,01:09,08:53,10:02,SG5041M
80282,781,firstClass,Air India,05/07/2020,Raipur,Dehradun,1072.99,01:11,19:38,20:49,AI1423X
80283,781,economic,Air India,14/05/2020,Gwalior,Jaipur,249.32,00:16,01:47,02:03,AI3936
80284,781,premium,IndiGo,21/05/2020,Srinagar,Patna,1371.13,01:31,20:41,22:12,6E437
80286,781,premium,SpiceJet,06/04/2020,Bilaspur,Navi Mumbai,1009.67,01:07,10:11,11:18,SG5092
80302,781,economic,Air India,24/09/2020,Hisar,Imphal,6828.56,07:35,10:38,18:13,AI3771
