travelCode,code,pickupLocation,dropoffLocation,carType,rentalAgency,pickupDateTime,dropoffDateTime,rentalDuration,price,totalDistance,fuelPolicy,bookingStatus
96787,956,Dawsonton,Lake Linda,Hatchback,Hertz,2025-01-17 01:36:20,2025-01-22 01:36:20,5,378.91,357,Full-to-Full,Pending
114789,1265,West Michelle,Port Melindaland,Sedan,Avis,2025-01-28 12:51:27,2025-01-29 12:51:27,1,73.41,366,Prepaid,Pending
125330,1156,Henryland,Reedmouth,Luxury,Budget,2025-01-11 08:37:24,2025-01-16 08:37:24,5,999.13,157,Full-to-Full,Pending
134568,553,East Rickyport,Port Bailey,Luxury,Hertz,2025-01-02 10:19:38,2025-01-05 10:19:38,3,145.95,187,Partial,Confirmed
104344,894,North Stephen,Bakerborough,Luxury,Avis,2025-01-25 14:03:27,2025-01-28 14:03:27,3,401.18,392,Full-to-Full,Pending
15977,1040,Christinatown,East Melissa,Luxury,Budget,2025-01-19 22:26:39,2025-01-23 22:26:39,4,776.74,259,Prepaid,Pending
25470,677,Emilyport,Flynnfort,Luxury,Enterprise,2025-01-16 17:29:16,2025-01-19 17:29:16,3,500.12,248,Full-to-Full,Pending
47369,849,New Alicetown,Codyton,Sedan,Hertz,2025-01-11 19:51:22,2025-01-12 19:51:22,1,161.87,390,Prepaid,Pending
113711,1299,Port Brandy,New Christopherburgh,Hatchback,Sixt,2025-01-02 19:59:04,2025-01-03 19:59:04,1,104.85,55,Prepaid,Cancelled
15073,61,Kristinachester,Port Matthew,Hatchback,Budget,2025-01-03 10:02:18,2025-01-07 10:02:18,4,248.95,233,Prepaid,Confirmed
30492,1220,North John,Manuelport,Luxury,Enterprise,2025-01-06 22:05:01,2025-01-07 22:05:01,1,92.86,233,Full-to-Full,Confirmed
118651,20,Jordanbury,Thomasstad,Luxury,Budget,2025-01-16 06:35:53,2025-01-21 06:35:53,5,807.75,218,Partial,Pending
14210,114,South Alyssaside,East Kathleenburgh,SUV,Enterprise,2025-01-06 19:44:34,2025-01-11 19:44:34,5,402.55,73,Partial,Pending
88469,352,Stephanieport,Jasonberg,SUV,Enterprise,2025-01-01 06:26:51,2025-01-03 06:26:51,2,77.34,273,Full-to-Full,Confirmed
73182,248,Jadeville,Whitestad,Luxury,Sixt,2025-01-26 15:58:29,2025-01-31 15:58:29,5,247.26,357,Partial,Pending
13828,1145,Shannonside,Arielburgh,SUV,Sixt,2025-01-28 11:37:15,2025-01-30 11:37:15,2,72.05,131,Full-to-Full,Pending
61440,66,North Daniel,Ballburgh,SUV,Avis,2025-01-11 06:09:29,2025-01-14 06:09:29,3,491.68,108,Prepaid,Confirmed
30532,224,New Jessicatown,New Ginafurt,SUV,Sixt,2025-01-24 09:33:18,2025-01-25 09:33:18,1,32.5,379,Partial,Pending
6085,888,Lake Kenneth,Diazmouth,Sedan,Enterprise,2025-01-28 10:21:34,2025-01-31 10:21:34,3,323.6,491,Full-to-Full,Confirmed
83431,281,Thomasmouth,Heatherton,Sedan,Avis,2025-01-24 14:57:14,2025-01-27 14:57:14,3,596.1,311,Partial,Pending
116171,196,New Edward,South Kyle,SUV,Budget,2025-01-30 12:37:36,2025-02-01 12:37:36,2,155.18,213,Prepaid,Pending
32419,1203,Danielside,Allenberg,Sedan,Sixt,2025-01-17 06:05:08,2025-01-21 06:05:08,4,281.27,440,Full-to-Full,Cancelled
17792,585,Hillland,Hancockhaven,Hatchback,Enterprise,2025-01-27 21:42:00,2025-02-01 21:42:00,5,911.32,356,Partial,Confirmed
9494,602,North Juanfurt,Stephenshaven,Hatchback,Enterprise,2025-01-06 00:30:06,2025-01-08 00:30:06,2,186.0,145,Partial,Cancelled
48412,570,Mccoyburgh,Marquezport,Luxury,Sixt,2025-01-22 19:06:38,2025-01-25 19:06:38,3,521.78,106,Prepaid,Cancelled
1251,874,Andrewshire,Hunterfort,SUV,Budget,2025-01-06 22:43:33,2025-01-11 22:43:33,5,955.82,459,Partial,Cancelled
126419,703,New Jonfurt,South Rhonda,SUV,Hertz,2025-01-14 08:37:06,2025-01-15 08:37:06,1,60.59,209,Full-to-Full,Cancelled
1576,257,West William,Tonistad,Hatchback,Avis,2025-01-28 09:31:31,2025-01-30 09:31:31,2,252.88,411,Partial,Confirmed
98435,75,Terristad,West Matthewmouth,Luxury,Budget,2025-01-28 04:54:10,2025-02-02 04:54:10,5,576.09,377,Prepaid,Cancelled
4886,407,Butlerfort,Port Rebeccaville,SUV,Enterprise,2025-01-23 16:35:26,2025-01-24 16:35:26,1,84.46,218,Partial,Confirmed
15556,106,Lisaton,New Carla,SUV,Enterprise,2025-01-24 10:07:49,2025-01-29 10:07:49,5,464.29,361,Prepaid,Pending
63545,965,East Kimberlyburgh,Melissafort,Sedan,Enterprise,2025-01-28 07:32:20,2025-02-01 07:32:20,4,153.43,208,Full-to-Full,Confirmed
60568,73,North Julie,Michellefurt,Luxury,Budget,2025-01-27 01:21:26,2025-02-01 01:21:26,5,617.91,355,Full-to-Full,Pending
65985,888,Alexanderfort,Port Dennis,Luxury,Hertz,2025-01-17 17:07:44,2025-01-18 17:07:44,1,82.15,354,Full-to-Full,Pending
124056,89,Johnsonhaven,Bruceborough,Luxury,Budget,2025-01-08 03:21:32,2025-01-09 03:21:32,1,112.17,159,Partial,Confirmed
83689,1089,Timothybury,Townsendburgh,Sedan,Enterprise,2025-01-05 10:08:04,2025-01-06 10:08:04,1,118.82,97,Partial,Pending
96893,39,Walkerhaven,Lake Marymouth,Luxury,Avis,2025-01-02 09:38:50,2025-01-05 09:38:50,3,424.9,320,Partial,Confirmed
26428,1144,Wilsonhaven,Lake Nicholas,Sedan,Enterprise,2025-01-15 21:20:55,2025-01-20 21:20:55,5,961.36,379,Full-to-Full,Cancelled
42764,433,West Betty,West Alecberg,Luxury,Sixt,2025-01-26 05:31:20,2025-01-30 05:31:20,4,623.02,122,Partial,Cancelled
82136,118,Davidbury,New Richard,Hatchback,Sixt,2025-01-02 11:57:29,2025-01-06 11:57:29,4,502.43,211,Prepaid,Cancelled
133717,227,Fowlertown,Castillomouth,Hatchback,Enterprise,2025-01-05 01:56:56,2025-01-09 01:56:56,4,570.69,303,Prepaid,Pending
104481,218,East Madisonborough,West Nicole,Sedan,Budget,2025-01-17 12:53:47,2025-01-19 12:53:47,2,314.54,215,Partial,Confirmed
119811,1311,Charlestown,Carolynmouth,SUV,Hertz,2025-01-13 17:07:17,2025-01-15 17:07:17,2,281.79,358,Full-to-Full,Pending
105194,529,Chelseamouth,South Karen,Sedan,Avis,2025-01-18 23:54:50,2025-01-23 23:54:50,5,180.69,338,Partial,Pending
94786,1063,West Ashley,Smithland,Sedan,Sixt,2025-01-23 09:09:27,2025-01-25 09:09:27,2,279.69,440,Partial,Confirmed
119259,530,Ericaberg,West Robertville,SUV,Sixt,2025-01-26 09:36:24,2025-01-27 09:36:24,1,135.16,179,Partial,Confirmed
40805,32,Lake Michael,Robinsonburgh,Sedan,Hertz,2025-01-14 05:59:33,2025-01-16 05:59:33,2,286.59,178,Full-to-Full,Pending
134545,251,West Jennifer,North Nicole,Luxury,Enterprise,2025-01-17 00:10:43,2025-01-22 00:10:43,5,678.0,188,Partial,Pending
19817,686,Shawnfurt,Pricestad,SUV,Hertz,2025-01-19 18:55:34,2025-01-22 18:55:34,3,482.61,465,Prepaid,Cancelled
53601,311,East Megan,Lake Jimmymouth,SUV,Enterprise,2025-01-04 23:40:15,2025-01-09 23:40:15,5,906.11,315,Prepaid,Pending
108058,837,Garciaborough,Lukehaven,SUV,Enterprise,2025-01-21 04:17:29,2025-01-24 04:17:29,3,303.15,114,Prepaid,Cancelled
15149,1095,South Linda,Foxborough,Luxury,Budget,2025-01-23 11:05:10,2025-01-24 11:05:10,1,178.31,308,Full-to-Full,Pending
96694,461,East Austinfort,Port Stevenville,Sedan,Budget,2025-01-08 06:07:24,2025-01-13 06:07:24,5,698.1,328,Partial,Pending
63663,364,Joyceton,Brianside,SUV,Enterprise,2025-01-01 19:29:59,2025-01-02 19:29:59,1,72.59,177,Prepaid,Confirmed
27684,123,New Jennifer,South Jillside,Hatchback,Sixt,2025-01-03 21:19:01,2025-01-05 21:19:01,2,313.63,355,Partial,Pending
115041,521,Julianville,Lake Shirley,SUV,Hertz,2025-01-02 20:51:58,2025-01-03 20:51:58,1,56.17,132,Prepaid,Confirmed
90718,1264,Jamesport,Ashleybury,Sedan,Sixt,2025-01-04 22:04:46,2025-01-06 22:04:46,2,377.88,239,Partial,Cancelled
107544,808,New Paulport,Alvarezshire,Sedan,Enterprise,2025-01-26 15:42:03,2025-01-31 15:42:03,5,574.21,142,Full-to-Full,Confirmed
15768,413,Port David,Dawsonland,SUV,Enterprise,2025-01-27 13:24:52,2025-02-01 13:24:52,5,826.43,279,Prepaid,Cancelled
66672,1010,North Erin,North Jeremy,Hatchback,Avis,2025-01-19 05:28:27,2025-01-22 05:28:27,3,276.95,254,Prepaid,Pending
99748,585,South Sara,Barreraport,Hatchback,Avis,2025-01-28 19:28:11,2025-02-01 19:28:11,4,127.9,133,Partial,Cancelled
65672,658,East Christopherstad,Michelestad,Luxury,Sixt,2025-01-20 14:43:49,2025-01-25 14:43:49,5,361.44,318,Prepaid,Cancelled
1151,217,Lake Nicholasland,Lake Matthew,Hatchback,Avis,2025-01-04 20:34:04,2025-01-05 20:34:04,1,88.2,87,Partial,Confirmed
118504,1267,Armstrongborough,North Tyler,Hatchback,Enterprise,2025-01-30 06:48:51,2025-01-31 06:48:51,1,66.76,127,Partial,Cancelled
90965,127,North Ethan,New Sandra,SUV,Avis,2025-01-02 04:29:26,2025-01-07 04:29:26,5,654.48,406,Full-to-Full,Confirmed
31658,726,Parksmouth,South Christine,Hatchback,Enterprise,2025-01-19 05:40:34,2025-01-21 05:40:34,2,206.61,407,Full-to-Full,Pending
48724,990,Mileschester,Port Johnfurt,SUV,Budget,2025-01-23 03:00:03,2025-01-26 03:00:03,3,546.92,436,Full-to-Full,Pending
12394,344,West Jameston,Wilsonview,Hatchback,Enterprise,2025-01-15 00:33:34,2025-01-19 00:33:34,4,479.14,188,Full-to-Full,Cancelled
42714,1058,West Javier,Robinsonfurt,Luxury,Budget,2025-01-15 22:30:03,2025-01-20 22:30:03,5,154.0,121,Full-to-Full,Confirmed
62512,172,New Debbie,Hollandville,SUV,Hertz,2025-01-14 23:34:54,2025-01-17 23:34:54,3,174.91,454,Partial,Cancelled
58803,758,Deannaton,Velazquezton,SUV,Sixt,2025-01-07 04:05:20,2025-01-09 04:05:20,2,193.28,242,Prepaid,Confirmed
93445,1089,Hillmouth,Mcmahonburgh,Luxury,Sixt,2025-01-06 09:23:26,2025-01-10 09:23:26,4,317.91,179,Prepaid,Cancelled
85089,69,Lake Douglasfurt,New Maria,Hatchback,Hertz,2025-01-04 11:58:55,2025-01-09 11:58:55,5,245.25,185,Prepaid,Confirmed
111032,251,Gregorymouth,Lake Ryanbury,Sedan,Sixt,2025-01-27 17:10:16,2025-01-28 17:10:16,1,171.55,108,Partial,Cancelled
53573,1123,Cynthiaton,Rhondaton,Hatchback,Sixt,2025-01-27 09:32:28,2025-01-29 09:32:28,2,364.86,234,Full-to-Full,Confirmed
7085,227,Moyerton,New Michael,Hatchback,Sixt,2025-01-11 20:40:14,2025-01-12 20:40:14,1,166.53,389,Partial,Pending
103060,463,New Andrea,Cliffordfort,Sedan,Avis,2025-01-29 22:56:54,2025-02-01 22:56:54,3,317.6,414,Full-to-Full,Confirmed
55335,826,Lake Luiston,Lake Cherylfort,Hatchback,Hertz,2025-01-16 03:44:46,2025-01-21 03:44:46,5,907.97,457,Full-to-Full,Pending
443,0,Lake Jessebury,Port Amanda,Sedan,Enterprise,2025-01-01 21:19:37,2025-01-03 21:19:37,2,244.85,174,Partial,Cancelled
84606,105,Port Stephen,Justinstad,SUV,Hertz,2025-01-07 06:42:46,2025-01-10 06:42:46,3,129.58,316,Partial,Cancelled
39893,672,New Alexis,Bowersbury,Luxury,Sixt,2025-01-27 22:05:03,2025-01-30 22:05:03,3,420.32,258,Full-to-Full,Cancelled
103766,1123,Reginaldfort,Ianmouth,SUV,Hertz,2025-01-23 21:48:31,2025-01-24 21:48:31,1,125.67,346,Partial,Pending
36502,1272,Silvaside,South Oscar,SUV,Enterprise,2025-01-24 06:15:28,2025-01-28 06:15:28,4,710.47,468,Partial,Confirmed
126095,1071,East Patricia,Quinnmouth,Sedan,Avis,2025-01-26 19:20:09,2025-01-27 19:20:09,1,166.34,78,Partial,Confirmed
82182,1279,Paulburgh,Barkertown,Hatchback,Avis,2025-01-01 02:01:44,2025-01-05 02:01:44,4,211.55,167,Partial,Pending
24641,1187,Port Taylorbury,Moraleshaven,Sedan,Sixt,2025-01-07 23:44:13,2025-01-08 23:44:13,1,150.53,341,Prepaid,Confirmed
93290,31,North Saraview,Morenomouth,Sedan,Avis,2025-01-07 03:56:19,2025-01-12 03:56:19,5,166.14,493,Full-to-Full,Cancelled
10879,22,Kellymouth,Joneston,Hatchback,Budget,2025-01-02 18:14:43,2025-01-06 18:14:43,4,525.11,432,Partial,Pending
22619,1231,Port Williamborough,Davidsonchester,SUV,Enterprise,2025-01-04 23:58:14,2025-01-07 23:58:14,3,589.75,323,Prepaid,Pending
102314,937,Schneidermouth,Davidville,Hatchback,Hertz,2025-01-23 20:33:15,2025-01-27 20:33:15,4,389.07,479,Partial,Cancelled
114024,588,Trevorton,New Markchester,Luxury,Hertz,2025-01-04 12:23:24,2025-01-05 12:23:24,1,91.65,467,Prepaid,Cancelled
102537,833,Port Catherine,New Nathan,Sedan,Budget,2025-01-29 07:11:06,2025-02-01 07:11:06,3,235.58,436,Partial,Pending
12614,555,South Jasonville,Gutierrezstad,Luxury,Budget,2025-01-02 08:37:57,2025-01-04 08:37:57,2,222.38,85,Prepaid,Cancelled
77339,489,East Jenniferchester,Tracyland,Luxury,Avis,2025-01-04 03:30:50,2025-01-07 03:30:50,3,393.7,489,Full-to-Full,Cancelled
14567,1244,Kyleside,Martinburgh,Sedan,Sixt,2025-01-18 14:46:21,2025-01-19 14:46:21,1,181.3,227,Full-to-Full,Cancelled
134954,171,New Gabrielaport,Durhamburgh,Sedan,Enterprise,2025-01-16 04:23:24,2025-01-21 04:23:24,5,391.47,395,Full-to-Full,Cancelled
55899,893,Gillborough,West Karen,Luxury,Avis,2025-01-19 14:56:35,2025-01-24 14:56:35,5,795.68,373,Full-to-Full,Cancelled
58673,944,North Cory,Lesterfurt,Sedan,Budget,2025-01-06 20:34:57,2025-01-07 20:34:57,1,191.06,427,Full-to-Full,Cancelled
75103,1137,Smithhaven,Priceborough,Hatchback,Avis,2025-01-17 20:49:57,2025-01-21 20:49:57,4,135.68,169,Prepaid,Pending
10510,633,Natashaville,North Patrick,Hatchback,Sixt,2025-01-13 07:24:50,2025-01-14 07:24:50,1,199.46,425,Prepaid,Confirmed
78838,604,Josephfurt,North Amanda,Sedan,Enterprise,2025-01-23 11:59:08,2025-01-25 11:59:08,2,152.51,468,Prepaid,Confirmed
96777,364,Lake Dianabury,Christopherville,Luxury,Hertz,2025-01-29 16:09:38,2025-01-31 16:09:38,2,186.05,457,Prepaid,Cancelled
106532,420,Ericborough,East Michael,Luxury,Avis,2025-01-12 19:58:04,2025-01-14 19:58:04,2,288.3,317,Prepaid,Cancelled
37753,628,North Madisonville,West Tonifort,Luxury,Enterprise,2025-01-13 04:35:29,2025-01-14 04:35:29,1,108.48,53,Prepaid,Pending
96836,164,Leemouth,Davidshire,Hatchback,Sixt,2025-01-13 08:34:19,2025-01-17 08:34:19,4,429.88,467,Full-to-Full,Cancelled
19364,1311,North Stacyview,Lake Nathaniel,Hatchback,Budget,2025-01-23 03:19:08,2025-01-24 03:19:08,1,128.61,355,Full-to-Full,Cancelled
115931,276,South Charles,West Jacquelineburgh,Hatchback,Avis,2025-01-18 07:26:28,2025-01-20 07:26:28,2,133.41,223,Partial,Cancelled
27160,439,Owenborough,Jessicaton,SUV,Enterprise,2025-01-18 13:42:35,2025-01-19 13:42:35,1,148.46,201,Prepaid,Pending
15317,200,West Jenniferbury,West Kristopherside,Hatchback,Sixt,2025-01-20 06:41:25,2025-01-23 06:41:25,3,176.43,400,Full-to-Full,Cancelled
110721,223,Lake Nichole,Hallshire,SUV,Enterprise,2025-01-22 11:37:34,2025-01-26 11:37:34,4,299.64,387,Prepaid,Cancelled
43930,543,Manningburgh,Katherineview,Hatchback,Budget,2025-01-13 07:33:52,2025-01-16 07:33:52,3,380.53,447,Prepaid,Cancelled
101206,852,South Robert,Jeffersonland,SUV,Sixt,2025-01-28 06:06:53,2025-02-02 06:06:53,5,375.08,318,Prepaid,Confirmed
125294,751,East Danafort,West Ashleyland,Sedan,Avis,2025-01-05 05:45:27,2025-01-06 05:45:27,1,196.95,463,Full-to-Full,Pending
93814,686,East Michele,New Kathrynchester,Luxury,Sixt,2025-01-20 15:38:47,2025-01-21 15:38:47,1,178.81,55,Partial,Confirmed
102424,1169,Westport,Estradashire,Hatchback,Budget,2025-01-10 19:12:44,2025-01-11 19:12:44,1,91.83,226,Prepaid,Confirmed
84951,516,Pattersonburgh,Ramirezburgh,Hatchback,Enterprise,2025-01-13 18:03:47,2025-01-18 18:03:47,5,503.78,238,Full-to-Full,Pending
20367,658,Port Christophertown,Lake Lisaburgh,Sedan,Budget,2025-01-20 11:44:51,2025-01-23 11:44:51,3,427.44,179,Full-to-Full,Cancelled
93887,636,Johnsonberg,Gonzalezshire,Sedan,Enterprise,2025-01-14 14:53:37,2025-01-17 14:53:37,3,402.58,363,Prepaid,Pending
134555,91,Jamesland,East Frank,SUV,Avis,2025-01-20 10:55:19,2025-01-21 10:55:19,1,163.25,347,Full-to-Full,Confirmed
25842,597,Lake Leahberg,Mikaylaton,Luxury,Enterprise,2025-01-04 13:16:55,2025-01-08 13:16:55,4,457.83,235,Full-to-Full,Confirmed
60041,1174,Samanthaview,East Erica,Sedan,Hertz,2025-01-23 19:34:24,2025-01-27 19:34:24,4,318.65,246,Full-to-Full,Pending
27271,608,Lake Roger,Port Martha,Sedan,Enterprise,2025-01-14 12:37:31,2025-01-18 12:37:31,4,558.78,193,Prepaid,Confirmed
128748,9,North Aaron,Lake Kaitlyn,Hatchback,Enterprise,2025-01-09 00:29:26,2025-01-14 00:29:26,5,169.13,482,Partial,Pending
125926,464,Lake Christopherborough,Goodmanland,Luxury,Enterprise,2025-01-05 02:58:23,2025-01-10 02:58:23,5,196.68,411,Prepaid,Cancelled
23126,1200,Port Christopherhaven,Mathewstown,SUV,Budget,2025-01-14 00:21:01,2025-01-19 00:21:01,5,950.99,265,Partial,Confirmed
19762,874,Port Patrick,Lake Michelle,Sedan,Budget,2025-01-27 01:49:49,2025-02-01 01:49:49,5,553.46,124,Prepaid,Pending
42848,1030,Joshuachester,New Luis,Hatchback,Budget,2025-01-23 10:13:16,2025-01-27 10:13:16,4,485.44,135,Prepaid,Pending
82908,10,North Jessica,West Laurenmouth,Sedan,Hertz,2025-01-24 13:08:46,2025-01-26 13:08:46,2,208.97,393,Prepaid,Confirmed
35370,34,East Briannaborough,North Robert,Luxury,Hertz,2025-01-10 02:13:12,2025-01-12 02:13:12,2,150.88,128,Partial,Confirmed
38573,727,Bethanystad,East Autumnchester,Luxury,Budget,2025-01-24 14:53:17,2025-01-27 14:53:17,3,140.44,271,Prepaid,Confirmed
8308,1003,Port Nathanshire,Benitezburgh,Sedan,Enterprise,2025-01-14 01:45:06,2025-01-17 01:45:06,3,539.32,492,Partial,Cancelled
19468,1250,South Kathleenside,South Robertmouth,Hatchback,Avis,2025-01-25 07:36:51,2025-01-26 07:36:51,1,110.15,78,Full-to-Full,Confirmed
37403,595,Haroldshire,Guzmanton,Hatchback,Enterprise,2025-01-14 22:03:20,2025-01-17 22:03:20,3,101.07,80,Prepaid,Cancelled
81318,32,Virginiatown,Paulmouth,Sedan,Enterprise,2025-01-19 06:19:39,2025-01-21 06:19:39,2,393.76,408,Full-to-Full,Confirmed
6558,1327,Walkerfurt,North Sonyaview,Luxury,Sixt,2025-01-02 05:44:50,2025-01-03 05:44:50,1,136.05,279,Partial,Cancelled
98293,170,Petersenburgh,New Josephstad,Hatchback,Sixt,2025-01-14 20:46:10,2025-01-19 20:46:10,5,359.62,360,Partial,Cancelled
69876,1043,East Matthew,Angelaberg,Hatchback,Budget,2025-01-24 04:36:44,2025-01-28 04:36:44,4,434.46,152,Partial,Pending
79398,97,Port Christopher,New Leonardmouth,Luxury,Budget,2025-01-01 06:58:15,2025-01-04 06:58:15,3,248.81,171,Full-to-Full,Pending
1505,1040,Lake John,Tylerberg,Hatchback,Budget,2025-01-11 01:05:06,2025-01-13 01:05:06,2,396.47,208,Prepaid,Confirmed
94584,1071,Lake Brenda,Grantborough,SUV,Avis,2025-01-19 18:18:31,2025-01-20 18:18:31,1,33.03,68,Full-to-Full,Cancelled
72300,771,Jasonmouth,Port Christopher,Sedan,Hertz,2025-01-16 11:36:02,2025-01-18 11:36:02,2,162.59,91,Prepaid,Confirmed
127026,678,Leahport,East Traciberg,Hatchback,Enterprise,2025-01-09 04:38:03,2025-01-10 04:38:03,1,80.64,169,Partial,Cancelled
1978,113,South Richard,Bentleyview,Hatchback,Sixt,2025-01-24 16:35:02,2025-01-25 16:35:02,1,121.58,166,Prepaid,Pending
40752,496,Port Rebecca,Herringberg,Sedan,Sixt,2025-01-27 18:51:55,2025-01-28 18:51:55,1,86.45,314,Full-to-Full,Pending
109757,91,Leonardborough,Ashleymouth,Luxury,Avis,2025-01-15 03:47:57,2025-01-18 03:47:57,3,328.87,182,Full-to-Full,Cancelled
67265,242,Richmondborough,North Teresa,SUV,Avis,2025-01-13 07:14:02,2025-01-18 07:14:02,5,272.85,176,Full-to-Full,Pending
121589,817,Lisabury,South Elizabeth,SUV,Sixt,2025-01-25 18:49:35,2025-01-30 18:49:35,5,315.69,354,Prepaid,Cancelled
58854,294,Crystalshire,East Marilynside,Hatchback,Sixt,2025-01-29 08:29:46,2025-02-02 08:29:46,4,748.12,165,Partial,Pending
40969,545,Robertview,Lake Arthurchester,SUV,Budget,2025-01-18 18:58:44,2025-01-20 18:58:44,2,388.57,203,Full-to-Full,Pending
68307,147,North Mary,Duaneville,SUV,Avis,2025-01-15 14:40:42,2025-01-18 14:40:42,3,427.42,357,Partial,Confirmed
94478,809,North Jacksonfurt,Robertmouth,Hatchback,Avis,2025-01-25 12:15:02,2025-01-26 12:15:02,1,43.89,463,Full-to-Full,Confirmed
27047,648,Michellehaven,Oliviaberg,Hatchback,Hertz,2025-01-22 05:38:20,2025-01-25 05:38:20,3,263.09,299,Prepaid,Confirmed
47175,667,West Emily,Stevenchester,Sedan,Avis,2025-01-19 11:36:17,2025-01-22 11:36:17,3,505.71,292,Partial,Confirmed
120330,189,Kaylahaven,Coryton,Luxury,Avis,2025-01-18 14:24:59,2025-01-20 14:24:59,2,345.9,68,Partial,Confirmed
119037,625,Aliciastad,Port Anthony,Sedan,Avis,2025-01-28 06:04:36,2025-02-02 06:04:36,5,366.54,491,Full-to-Full,Pending
18094,788,West Saramouth,Samuelburgh,Luxury,Hertz,2025-01-21 23:04:54,2025-01-22 23:04:54,1,51.98,289,Full-to-Full,Cancelled
79722,513,South Frankport,Madisonmouth,Sedan,Avis,2025-01-27 04:14:03,2025-01-31 04:14:03,4,302.23,442,Full-to-Full,Cancelled
41471,988,Kimberlystad,Parkerfurt,Sedan,Sixt,2025-01-09 17:56:17,2025-01-10 17:56:17,1,161.42,231,Prepaid,Cancelled
48493,173,Lake Stevenside,Laurenfort,Hatchback,Hertz,2025-01-20 11:31:57,2025-01-24 11:31:57,4,201.32,123,Prepaid,Confirmed
37352,1192,Port Christina,Robinhaven,Sedan,Enterprise,2025-01-28 14:02:55,2025-01-31 14:02:55,3,435.26,390,Partial,Cancelled
49838,202,West Anthony,Port Tonyview,Luxury,Enterprise,2025-01-15 01:53:13,2025-01-16 01:53:13,1,181.01,246,Partial,Pending
26011,479,Brandontown,East Joseph,Sedan,Budget,2025-01-08 08:35:45,2025-01-11 08:35:45,3,314.29,264,Prepaid,Pending
43648,44,Port James,Rileyfurt,Hatchback,Budget,2025-01-22 14:31:34,2025-01-23 14:31:34,1,65.52,248,Full-to-Full,Confirmed
86287,275,North Kevinland,South Zachary,SUV,Hertz,2025-01-22 16:35:06,2025-01-27 16:35:06,5,672.28,136,Full-to-Full,Confirmed
52513,508,Kyleborough,Hillside,Luxury,Sixt,2025-01-21 12:27:04,2025-01-22 12:27:04,1,130.1,280,Prepaid,Pending
25768,13,Port Alison,West Rebeccafurt,Luxury,Budget,2025-01-10 03:27:06,2025-01-15 03:27:06,5,491.57,154,Partial,Pending
9019,714,Steventown,New Juliestad,Luxury,Enterprise,2025-01-03 16:51:18,2025-01-05 16:51:18,2,134.33,192,Partial,Cancelled
126959,148,Lake Allentown,Lindastad,SUV,Budget,2025-01-06 01:50:33,2025-01-10 01:50:33,4,206.88,148,Prepaid,Cancelled
43104,869,North Keithbury,Alicemouth,SUV,Avis,2025-01-22 02:56:49,2025-01-27 02:56:49,5,600.29,200,Prepaid,Pending
120746,331,Craigburgh,Port Jamieview,Sedan,Hertz,2025-01-23 02:47:56,2025-01-25 02:47:56,2,275.2,453,Prepaid,Cancelled
112889,1056,Lake Katherine,Kimberlyside,Hatchback,Hertz,2025-01-02 03:56:04,2025-01-04 03:56:04,2,212.65,83,Prepaid,Confirmed
62731,470,West Scottmouth,New Kristinmouth,SUV,Sixt,2025-01-23 09:15:30,2025-01-28 09:15:30,5,267.93,254,Prepaid,Pending
38654,356,Lake Jonathan,North Adamview,Sedan,Avis,2025-01-21 03:18:00,2025-01-26 03:18:00,5,679.27,301,Full-to-Full,Cancelled
61036,465,Robinsontown,Chavezside,Sedan,Hertz,2025-01-15 01:58:12,2025-01-16 01:58:12,1,34.68,348,Prepaid,Cancelled
23423,638,Jasonmouth,Port James,SUV,Enterprise,2025-01-30 07:55:16,2025-02-04 07:55:16,5,159.17,145,Full-to-Full,Confirmed
26220,470,North Allisonberg,Bakerport,Luxury,Hertz,2025-01-12 14:34:29,2025-01-16 14:34:29,4,383.57,453,Partial,Cancelled
91684,253,Wrightbury,South Lauren,Sedan,Sixt,2025-01-01 01:58:01,2025-01-03 01:58:01,2,371.44,445,Prepaid,Confirmed
86723,1229,Johnmouth,New Marvinshire,Sedan,Avis,2025-01-15 17:38:38,2025-01-19 17:38:38,4,524.3,172,Full-to-Full,Cancelled
86106,898,Mercadofort,North Rebeccaborough,SUV,Enterprise,2025-01-15 04:41:50,2025-01-20 04:41:50,5,459.36,295,Partial,Confirmed
52967,368,Taraside,East Michelleville,SUV,Avis,2025-01-11 09:02:46,2025-01-16 09:02:46,5,565.62,168,Full-to-Full,Pending
98666,708,East Todd,East Nathan,SUV,Avis,2025-01-04 14:47:21,2025-01-05 14:47:21,1,91.05,256,Prepaid,Cancelled
81265,607,Tuckertown,North Kaylafurt,Luxury,Budget,2025-01-12 01:51:54,2025-01-13 01:51:54,1,161.21,62,Full-to-Full,Confirmed
16494,966,West Joeltown,Jimchester,Luxury,Hertz,2025-01-22 03:05:16,2025-01-24 03:05:16,2,193.55,330,Full-to-Full,Cancelled
8969,1249,Knightberg,Angelafort,Sedan,Enterprise,2025-01-30 13:54:24,2025-02-01 13:54:24,2,204.95,57,Partial,Confirmed
26849,67,East Joannafort,Warrenfurt,Sedan,Sixt,2025-01-05 21:58:37,2025-01-06 21:58:37,1,48.29,418,Prepaid,Confirmed
67789,951,Howardville,Floresborough,Luxury,Budget,2025-01-16 09:29:45,2025-01-19 09:29:45,3,460.94,284,Partial,Pending
81209,1140,Bettyfurt,Ralphside,Hatchback,Hertz,2025-01-07 05:56:39,2025-01-09 05:56:39,2,392.49,279,Partial,Pending
